Memory Length,4000,
Trigger Level,0.000E+00,
Source,CH2,
Probe,1X,
Vertical Units,V,
Vertical Scale,1.000E-01,
Vertical Position,4.000E-03,
Horizontal Units,s,
Horizontal Scale,5.000E-03,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
Sampling Period,2.000E-05,
Firmware,V1.04,
Time, ,
Mode,Fast,
Waveform Data,
29,
29,
29,
27,
29,
24,
27,
29,
30,
31,
29,
27,
29,
25,
23,
27,
28,
28,
31,
27,
29,
27,
26,
28,
25,
25,
31,
30,
29,
28,
26,
29,
28,
25,
27,
28,
27,
31,
29,
28,
30,
29,
28,
27,
27,
25,
24,
31,
28,
31,
28,
29,
29,
27,
27,
24,
27,
30,
30,
30,
27,
28,
29,
26,
27,
27,
25,
25,
30,
25,
29,
29,
27,
31,
25,
27,
25,
24,
31,
29,
27,
28,
27,
27,
28,
29,
28,
27,
27,
31,
29,
31,
29,
25,
25,
29,
29,
26,
27,
29,
33,
32,
25,
27,
25,
25,
28,
25,
27,
26,
29,
29,
27,
28,
26,
27,
26,
27,
25,
25,
35,
32,
29,
32,
32,
32,
31,
28,
31,
28,
33,
32,
29,
30,
30,
27,
28,
27,
19,
3,
-9,
-17,
-24,
-28,
-30,
-30,
-31,
-32,
-32,
-29,
-30,
-31,
-30,
-31,
-32,
-31,
-33,
-35,
-29,
-30,
-35,
-31,
-29,
-32,
-31,
-31,
-33,
-31,
-30,
-29,
-32,
-32,
-31,
-31,
-33,
-33,
-36,
-33,
-29,
-30,
-32,
-32,
-33,
-30,
-33,
-33,
-29,
-31,
-33,
-31,
-33,
-32,
-28,
-29,
-31,
-32,
-36,
-33,
-33,
-32,
-27,
-29,
-30,
-27,
-31,
-35,
-32,
-33,
-31,
-33,
-31,
-29,
-31,
-30,
-27,
-34,
-31,
-29,
-31,
-31,
-30,
-31,
-31,
-31,
-31,
-29,
-32,
-30,
-32,
-30,
-32,
-29,
-31,
-28,
-30,
-29,
-29,
-32,
-33,
-30,
-31,
-31,
-29,
-28,
-29,
-29,
-33,
-31,
-32,
-30,
-29,
-31,
-29,
-31,
-28,
-29,
-29,
-32,
-29,
-31,
-29,
-29,
-32,
-25,
-28,
-29,
-29,
-31,
-29,
-29,
-31,
-29,
-31,
-31,
-29,
-29,
-32,
-29,
-31,
-31,
-31,
-31,
-31,
-28,
-31,
-28,
-27,
-31,
-31,
-30,
-30,
-27,
-31,
-29,
-29,
-31,
-28,
-31,
-31,
-31,
-31,
-33,
-29,
-28,
-28,
-27,
-29,
-27,
-31,
-33,
-29,
-29,
-32,
-29,
-31,
-28,
-29,
-28,
-32,
-28,
-33,
-31,
-29,
-31,
-27,
-31,
-29,
-29,
-28,
-31,
-32,
-31,
-29,
-29,
-30,
-28,
-29,
-29,
-27,
-30,
-29,
-29,
-31,
-29,
-28,
-30,
-31,
-29,
-30,
-35,
-29,
-31,
-31,
-31,
-30,
-25,
-28,
-27,
-28,
-31,
-31,
-34,
-29,
-31,
-32,
-31,
-29,
-30,
-32,
-31,
-37,
-32,
-31,
-32,
-29,
-30,
-29,
-29,
-28,
-29,
-25,
-29,
-30,
-31,
-33,
-27,
-29,
-30,
-17,
0,
11,
18,
25,
29,
27,
30,
28,
29,
27,
32,
29,
29,
33,
32,
32,
31,
29,
32,
27,
28,
28,
28,
28,
36,
29,
29,
29,
29,
29,
29,
26,
29,
28,
28,
35,
28,
29,
31,
31,
29,
29,
28,
29,
30,
31,
31,
29,
29,
29,
27,
31,
29,
27,
27,
31,
29,
34,
31,
29,
28,
25,
29,
29,
27,
28,
31,
29,
28,
29,
32,
29,
28,
29,
30,
27,
33,
27,
31,
31,
29,
30,
28,
27,
27,
29,
27,
32,
29,
30,
29,
28,
29,
29,
27,
27,
29,
27,
31,
30,
29,
31,
27,
28,
27,
26,
27,
27,
31,
29,
28,
27,
28,
27,
27,
28,
25,
27,
31,
28,
29,
27,
29,
29,
26,
25,
27,
27,
26,
29,
27,
28,
27,
27,
28,
27,
25,
25,
29,
28,
28,
27,
27,
29,
26,
25,
24,
24,
31,
25,
29,
29,
28,
30,
28,
24,
27,
26,
27,
31,
29,
27,
31,
28,
29,
27,
25,
28,
25,
26,
31,
29,
28,
29,
27,
27,
29,
29,
27,
31,
31,
31,
30,
28,
31,
27,
23,
26,
26,
26,
28,
29,
31,
29,
27,
31,
29,
25,
28,
27,
29,
29,
26,
27,
27,
28,
29,
24,
