Memory Length,4000,
Trigger Level,0.000E+00,
Source,CH1,
Probe,1X,
Vertical Units,V,
Vertical Scale,2.000E+00,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,2.500E-07,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
Sampling Period,1.000E-08,
Firmware,V1.04,
Time, ,
Mode,Fast,
Waveform Data,
14,
14,
18,
23,
28,
32,
38,
44,
48,
52,
56,
60,
64,
66,
70,
73,
75,
78,
80,
81,
82,
84,
84,
84,
84,
84,
83,
82,
81,
80,
78,
75,
73,
70,
66,
62,
58,
55,
50,
46,
42,
37,
32,
28,
22,
16,
12,
6,
2,
-4,
-10,
-14,
-20,
-25,
-30,
-36,
-41,
-45,
-49,
-53,
-58,
-61,
-65,
-68,
-72,
-74,
-78,
-80,
-82,
-82,
-84,
-85,
-86,
-86,
-86,
-86,
-86,
-84,
-84,
-81,
-78,
-77,
-75,
-72,
-68,
-66,
-61,
-58,
-53,
-48,
-44,
-40,
-34,
-30,
-24,
-20,
-14,
-8,
-4,
2,
8,
12,
18,
22,
28,
33,
38,
44,
48,
52,
56,
59,
64,
67,
70,
72,
75,
78,
80,
82,
82,
84,
84,
84,
84,
84,
83,
82,
81,
80,
78,
76,
72,
70,
66,
64,
58,
55,
50,
46,
42,
38,
32,
27,
22,
16,
12,
7,
1,
-4,
-10,
-15,
-20,
-26,
-30,
-36,
-40,
-45,
-50,
-53,
-58,
-62,
-65,
-69,
-72,
-74,
-77,
-79,
-82,
-82,
-84,
-85,
-86,
-86,
-86,
-86,
-86,
-84,
-83,
-81,
-79,
-77,
-74,
-72,
-68,
-65,
-62,
-58,
-52,
-48,
-44,
-40,
-34,
-30,
-24,
-20,
-14,
-8,
-3,
2,
8,
12,
18,
23,
28,
33,
38,
44,
48,
52,
56,
60,
64,
66,
69,
73,
75,
78,
79,
81,
82,
84,
84,
85,
84,
84,
84,
82,
81,
80,
78,
76,
73,
70,
66,
62,
58,
55,
50,
46,
42,
38,
32,
27,
22,
17,
12,
6,
1,
-4,
-9,
-14,
-20,
-26,
-30,
-36,
-40,
-46,
-50,
-54,
-58,
-62,
-66,
-68,
-72,
-74,
-77,
-79,
-81,
-82,
-84,
-85,
-86,
-86,
-86,
-86,
-86,
-84,
-83,
-81,
-80,
-77,
-74,
-72,
-68,
-66,
-62,
-58,
-53,
-48,
-44,
-40,
-35,
-30,
-25,
-19,
-14,
-9,
-3,
2,
8,
13,
18,
24,
28,
33,
38,
43,
48,
52,
56,
60,
64,
66,
70,
73,
76,
78,
80,
81,
82,
84,
84,
86,
84,
84,
83,
82,
81,
80,
78,
76,
74,
70,
67,
63,
59,
56,
50,
46,
42,
38,
33,
27,
22,
17,
12,
6,
0,
-4,
-10,
-14,
-20,
-24,
-30,
-36,
-40,
-45,
-50,
-54,
-58,
-61,
-65,
-68,
-71,
-74,
-78,
-80,
-82,
-83,
-84,
-84,
-86,
-86,
-86,
-86,
-86,
-84,
-83,
-82,
-80,
-77,
-75,
-72,
-68,
-64,
-61,
-57,
-53,
-49,
-44,
-40,
-34,
-30,
-24,
-18,
-14,
-8,
-4,
2,
8,
13,
18,
24,
28,
34,
38,
43,
48,
52,
56,
60,
64,
68,
70,
73,
75,
78,
79,
81,
82,
83,
84,
84,
84,
84,
84,
82,
81,
80,
78,
75,
73,
70,
66,
64,
59,
56,
50,
46,
42,
37,
32,
28,
22,
18,
12,
6,
0,
-4,
-10,
-15,
-20,
-24,
-30,
-36,
-40,
-46,
-50,
-54,
-58,
-62,
-65,
-68,
-72,
-75,
-77,
-79,
-81,
-83,
-84,
-85,
-86,
-86,
-86,
-86,
-85,
-84,
-82,
-81,
-80,
-78,
-74,
-72,
-68,
-64,
-61,
-57,
-53,
-49,
-44,
-40,
-34,
-30,
-24,
-20,
-14,
-9,
-2,
2,
8,
12,
18,
23,
28,
34,
38,
43,
48,
52,
56,
60,
64,
66,
70,
73,
76,
78,
80,
82,
83,
84,
84,
84,
84,
84,
84,
83,
81,
80,
78,
76,
72,
70,
66,
64,
60,
56,
51,
47,
42,
38,
32,
28,
22,
18,
12,
6,
2,
-4,
-10,
-15,
-20,
-25,
-30,
-36,
-40,
-45,
-49,
-53,
-58,
-61,
-65,
-68,
-72,
-76,
-77,
-79,
-80,
-82,
-84,
-85,
-86,
-86,
-86,
-86,
-85,
-84,
-82,
-82,
-79,
-76,
-74,
-72,
-68,
-65,
-61,
-58,
-53,
-48,
-44,
-40,
-34,
-29,
-25,
-20,
-14,
-8,
-4,
2,
8,
14,
18,
22,
28,
34,
38,
44,
47,
52,
56,
60,
64,
67,
70,
73,
76,
78,
80,
80,
82,
84,
84,
84,
84,
84,
84,
82,
81,
80,
78,
75,
73,
69,
66,
62,
58,
55,
52,
47,
42,
38,
32,
28,
22,
17,
12,
6,
1,
-4,
-10,
-14,
-20,
-26,
-30,
-36,
-40,
-45,
-50,
-53,
-58,
-62,
-65,
-68,
-72,
-74,
-78,
-79,
-81,
-82,
-84,
-85,
-86,
-86,
-86,
-86,
-86,
-84,
-83,
-82,
-78,
-77,
-74,
-72,
-68,
-65,
-62,
-57,
-53,
-48,
-44,
-40,
-34,
-30,
-25,
-20,
-14,
-9,
-4,
3,
8,
13,
18,
24,
28,
34,
38,
43,
48,
52,
56,
60,
64,
66,
70,
73,
75,
78,
80,
81,
82,
84,
84,
84,
84,
84,
84,
82,
82,
80,
78,
76,
73,
70,
66,
63,
59,
54,
52,
46,
42,
38,
33,
28,
22,
16,
12,
6,
1,
-4,
-10,
-14,
-20,
-26,
-30,
-36,
-40,
-46,
-48,
-54,
-58,
-61,
-65,
-68,
-72,
-74,
-77,
-80,
-82,
-82,
-84,
-85,
-86,
-86,
-86,
-86,
-86,
-84,
-83,
-81,
-79,
-76,
-75,
-72,
-69,
-66,
-62,
-58,
-53,
-49,
-44,
-40,
-34,
-30,
-24,
-20,
-14,
-8,
-4,
2,
8,
12,
18,
24,
28,
34,
38,
43,
48,
52,
56,
60,
64,
67,
70,
73,
76,
78,
80,
82,
82,
84,
85,
84,
84,
84,
83,
82,
81,
80,
78,
76,
73,
70,
66,
63,
58,
55,
51,
47,
42,
38,
32,
28,
22,
16,
12,
6,
1,
-4,
-10,
-14,
-20,
-25,
-31,
-36,
-41,
